#SOCIAL
CharFound   You listen attentively to $M.~
OthersFound $n listens attentively to you.~
VictFound   $n listens attentively to $N.~
CharAuto    You plug your ears and try to think.~
OthersAuto  $n plugs $s ears and tries to think straight.~
NotFound    Don't worry, they aren't even here to listen to.~
End

#SOCIAL
Name        love~
CharNoArg   You love the whole world.~
OthersNoArg $n loves everybody in the world.~
CharFound   You tell your true feelings to $N.~
OthersFound $n whispers softly to $N.~
VictFound   $n whispers to you sweet words of love.~
CharAuto    Well, we already know you love yourself (lucky someone does !)~
OthersAuto  $n loves $mself, can you believe it ?~
NotFound    Alas, your love is not present...~
End

#SOCIAL
Name        massage~
CharNoArg   Massage what ? - thin air ?~
CharFound   You gently massage $N's shoulders.~
OthersFound $n massages $N's shoulders.~
VictFound   $n gently massages your shoulders - Ahhhhhhhhhh...~
CharAuto    You practise yoga as you try to massage yourself.~
OthersAuto  $n gives a show on yoga-positions, trying to massage $mself.~
NotFound    You can only massage someone in the same room as you.~
End

#SOCIAL
Name        moan~
CharNoArg   You start to moan.~
OthersNoArg $n starts moaning.~
End

#SOCIAL
Name        mosh~
CharNoArg   You mosh madly around in a circle.~
OthersNoArg $n moshes across the floor, dancing madly.~
CharFound   You mosh wildly with $N.~
OthersFound $n moshes with $N.~
VictFound   $n moshes madly across the floor with you.~
CharAuto    You mosh madly around by yourself.~
OthersAuto  $n moshes around madly.~
NotFound    You mosh madly around by yourself, cause they aren't around.~
End

#SOCIAL
Name        muse~
CharNoArg   You muse over the meaning of life.~
OthersNoArg $n muses over the meaning of life.~
CharFound   You muse over the meaning of $S existence.~
OthersFound $n muses over the meaning of $N's existence.~
VictFound   $n muses over the meaning of your existence.~
CharAuto    You muse over the meaning of your existence.~
OthersAuto  $n muses over the meaning of $s existence.~
NotFound    You muse over the meaning of someone's existence who isn't here.~
End

#SOCIAL
Name        nibble~
CharNoArg   Nibble on who ?~
CharFound   You nibble on $N's ear.~
OthersFound $n nibbles on $N's ear.~
VictFound   $n nibbles on your ear.~
CharAuto    You nibble on your OWN ear ???????????????????~
OthersAuto  $n nibbles on $s OWN ear ( I wonder how it is done !!).~
NotFound    Sorry, not present.~
End

#SOCIAL
Name        nod~
CharNoArg   You nod solemnly.~
OthersNoArg $n nods solemnly.~
CharFound   You nod at $M.~
OthersFound $n nods at $N.~
VictFound   $n nods at you.~
CharAuto    You nod to yourself.~
OthersAuto  $n nods at $mself.~
NotFound    There's no one by that name around.~
End

#SOCIAL
Name        nudge~
CharNoArg   Nudge? Nudge???  The HELL you say!!!!~
CharFound   You nudge $M with your elbow.  He he!~
OthersFound $n nudges $N suggestively with $s elbow.~
VictFound   $n nudges you suggestively.  You two have an understanding, hehehe.~
CharAuto    Well, just nudge yourself, but how do you get your elbow in that position?~
OthersAuto  $n nudges $mself with $s elbows, making $m look like a large chicken.~
NotFound    Eh?  Now THAT person isn't here you know.~
End

#SOCIAL
Name        nuzzle~
CharNoArg   Nuzzle who??~
CharFound   You nuzzle $S neck softly.~
OthersFound $n softly nuzzles $N's neck.~
VictFound   $n softly nuzzles your neck.~
CharAuto    I'm sorry, friend, but that's impossible.~
NotFound    No.. they aren't here..~
End

#SOCIAL
Name        pace~
CharNoArg   You pace back and forth impatiently.~
OthersNoArg $n paces back and forth impatiently.~
CharFound   You pace back and forth, waiting for $M.~
OthersFound $n paces back and forth, waiting for $N.~
VictFound   $n paces back bad forth, waiting for you.~
CharAuto    You pace back and forth, waiting for a clue.~
OthersAuto  $n paces back and forth, waiting for a clue.~
NotFound    What are you waiting for?  They aren't even here!~
End

#SOCIAL
Name        pant~
CharNoArg   You pant heavily.~
OthersNoArg $n pants heavily, $e must be hot.~
CharFound   You begin panting heavily after getting a good look at $M.~
OthersFound $n pants heavily as $e gazes at $N.~
VictFound   $n pants heavily as $e gazes at you.~
CharAuto    How would you do that?~
NotFound    Well, pant away but they aren't here.~
End

#SOCIAL
Name        pat~
CharNoArg   Pat who ??~
CharFound   You pat $N on $S back.~
OthersFound $n pats $N on $S back.~
VictFound   $n pats you on your back.~
CharAuto    You pat yourself on your back, very reassuring.~
OthersAuto  $n pats $mself on the back.~
NotFound    Who, where, what ??~
End

#SOCIAL
Name        peer~
CharNoArg   You peer around.~
OthersNoArg $n peers around, looking for something.~
CharFound   You peer at $N.~
OthersFound $n peers at $N.~
VictFound   $n peers at you suspiciously.~
CharAuto    You peer at yourself~
OthersAuto  $n studies $mself intently.~
NotFound    who?~
End

#SOCIAL
Name        pepper~
CharNoArg   You decide to lay off the Guatemalan insanity pepers.~
OthersNoArg $n says, 'woa, I'd better lay off the Guatemalan insanity peppers!'~
CharFound   You tell $N to lay off the insanity peppers.~
OthersFound $n tells $N to lay off the insanity peppers.~
VictFound   $n tells you to lay off the insanity peppers.~
CharAuto    You eat a Guatemalan insanity pepper.~
OthersAuto  $n eats a Guatemalan insanity pepper.~
NotFound    You say, 'I hope I didn't brain my damage.'~
End

#SOCIAL
Name        pie~
CharNoArg   You grab a pie and look for someone to throw it at.~
OthersNoArg $n grabs a pie and looks for someone to throw it at.~
CharFound   You throw a pie right into $S face!~
OthersFound $n throws a pie right into $N's face!~
VictFound   $n throws a pie right into your face!~
CharAuto    You throw a pie into your face!  Hungry?~
OthersAuto  $n throws a pie in $s own face!~
NotFound    $$!@##@!  They aren't here!~
End

#SOCIAL
Name        pinch~
CharNoArg   You pinch at the thin air!!~
CharFound   You pinch $M right on the A*S!!!~
OthersFound $n pinches $N on $S bottom!~
VictFound   $n pinches your sexy A*S!! OUCH!!!~
CharAuto    You reach around and pinch yourself.  You are NOT dreaming!!~
OthersAuto  $n pinches $mself.  Is $e dreaming??~
NotFound    Who deserves a pinch?~
End

#SOCIAL
Name        piss~
CharNoArg   You wet your pants.~
OthersNoArg A wet stain spreads around $n's crotch.~
CharFound   You piss disdainfully on $N's foot.~
OthersFound $n pisses disdainfully on $N's foot.~
VictFound   $n whips it out and annoints your foot with his golden piss.~
CharAuto    You're sick!~
NotFound    Lucky for you they're not here to laugh at that tiny thing.~
End

#SOCIAL
Name        pleade~
CharNoArg   You plead imploringly.~
OthersNoArg $n pleads imploringly.~
CharFound   You look up into $S eyes and plead imploringly.~
OthersFound $n looks up into $N's eyes and pleads imploringly.~
VictFound   $n looks up into your eyes and pleads imploringly.~
CharAuto    You don't have to plead, you already control yourself.~
NotFound    They aren't here.~
End

#SOCIAL
Name        plot~
CharNoArg   You plot the intricate details of your masterplan.~
OthersNoArg $n is plotting something ... $e up to no good by the looks of it.~
CharFound   You carefully plot your designs for $M.~
OthersFound $n is plotting something that involves $N.~
VictFound   $n looks like $e is plotting something that involves you!~
CharAuto    You carefully lay out the groundwork for your imminent success.~
OthersAuto  $n plans for the future.~
NotFound    Ah, but they are not here to plot upon.~
End

#SOCIAL
Name        point~
CharNoArg   You point in random directions, confusing everyone around you.~
OthersNoArg $n points at Someone.~
CharFound   You point at $M, how impolite.~
OthersFound $n points at $N.~
VictFound   $n points at you, uh oh, the gig is up!~
CharAuto    You point at yourself.~
OthersAuto  $n points at $mself~
NotFound    You point at empty space, and feel foolish.~
End

#SOCIAL
Name        poke~
CharNoArg   Poke who??~
CharFound   You poke $M in the ribs.~
OthersFound $n pokes $N in the ribs.~
VictFound   $n pokes you in the ribs.~
CharAuto    You poke yourself in the ribs, feeling very silly.~
OthersAuto  $n pokes $mself in the ribs, looking very sheepish.~
NotFound    You can't poke someone who's not here !.~
End

#SOCIAL
Name        ponder~
CharNoArg   You ponder your problems.~
OthersNoArg $n ponders.~
CharFound   You ponder $M.~
OthersFound $n studies $N intently.~
VictFound   $n studies you intently.~
CharAuto    You think, therefore you are.~
OthersAuto  $n ponders $s own existence.~
NotFound    You ponder their lack of existence.~
End

#SOCIAL
Name        pout~
CharNoArg   Ah, don't take it so hard.~
OthersNoArg $n pouts.~
End

#SOCIAL
Name        praise~
CharNoArg   Praise who for what?~
CharFound   You praise $M for $S accomplishment.~
OthersFound $n praises $N for $S accomplishment.~
VictFound   $n praises you for a job well done!!~
CharAuto    You praise yourself and give yourself a pat on the back!!~
OthersAuto  $n praises $mself on a job well done.~
NotFound    That person may not be worthy of your praise.~
End

#SOCIAL
Name        pray~
CharNoArg   You feel righteous, and maybe a little foolish.~
OthersNoArg $n begs and grovels to the powers that be.~
CharFound   You crawl in the dust before $M.~
OthersFound $n falls down and grovels in the dirt before $N.~
VictFound   $n kisses the dirt at your feet.~
CharAuto    Talk about narcissism...~
OthersAuto  $n performs some strange yoga-exercises and mumbles a prayer to $mself.~
NotFound    No such person around; your prayers vanish into the endless voids.~
End

#SOCIAL
Name        puke~
CharNoArg   You puke.~
OthersNoArg $n pukes.~
CharFound   You puke on $M.~
OthersFound $n pukes on $N.~
VictFound   $n pukes on your clothes!~
CharAuto    You puke on yourself.~
OthersAuto  $n pukes on $s clothes.~
NotFound    Once again?~
End

#SOCIAL
Name        purr~
CharNoArg   MMMMEEEEEEEEOOOOOOOOOWWWWWWWWWWWW.~
OthersNoArg $n purrs contentedly.~
End

#SOCIAL
Name        raise~
CharNoArg   You raise an eyebrow.~
OthersNoArg $n raises an eyebrow curiously.~
CharFound   You raise an eyebrow at $N.~
OthersFound $n raises an eyebrow at $N.~
VictFound   $n raises an eyebrow at you.~
CharAuto    You raise an eyebrow at yourself.~
OthersAuto  $n raises an eyebrow.~
NotFound    You raise an eyebrow at yourself, how silly.~
End

#SOCIAL
Name        recoil~
CharNoArg   You recoil in horror!~
OthersNoArg $n recoils in horror!~
CharFound   You recoil from $M in horror!~
OthersFound $n recoils from $N in horror!  ~
VictFound   $n recoils from you in horror! ~
CharAuto    You recoil in horror at the monster you have become.~
OthersAuto  $n recoils in horror at the monster $e has become.~
NotFound    Relax!  They aren't even here.~
End

#SOCIAL
Name        relax~
CharNoArg   You relax noticeably.~
OthersNoArg $n relaxes noticeably.~
End

#SOCIAL
Name        roar~
CharNoArg   You roar ferociously.~
OthersNoArg $n roars ferociously.~
CharFound   You roar ferociously at $M.~
OthersFound $n roars ferociously at $N.~
VictFound   $n roars ferociously at you.~
CharAuto    You dig deap into your primal soul and roar loudly at yourself.~
OthersAuto  $n digs deap into $s primal soul and roars loadly~
NotFound    Roar away, but they aren't here.~
End

#SOCIAL
Name        rofl~
CharNoArg   You roll on the ground with laughter.~
OthersNoArg $n rolls on the ground with laughter.~
CharFound   You laugh wholeheartedly at $M.~
VictFound   $n laughs at your funny attitude.~
CharAuto    You seem to think you're extremely funny.~
OthersAuto  $n thinks he's being very funny.~
NotFound    Hmm, that person is nowhere around here.~
End

#SOCIAL
Name        roll~
CharNoArg   You roll your eyes.~
OthersNoArg $n rolls $s eyes.~
CharFound   You roll your eyes at $M.~
OthersFound $n rolls $s eyes at $N.~
VictFound   $n rolls $s eyes at you.~
CharAuto    You roll your eyes at your stupidity.~
OthersAuto  $n rolls $s eyes at $s stupidity.~
NotFound    Too bad -- they aren't here.~
End

#SOCIAL
Name        rub~
CharNoArg   You rub your hands all over WHAT ???~
CharFound   You rub up against $M lovingly.~
OthersFound $n rubs up against $N lovingly.~
VictFound   $n rubs up against you lovingly.~
CharAuto    No perversion allowed.  ;)  *stare*~
NotFound    They're not here -- Sorry... :(~
End

#SOCIAL
Name        ruffle~
CharNoArg   You've got to ruffle SOMEONE.~
CharFound   You ruffle $N's hair playfully.~
OthersFound $n ruffles $N's hair playfully.~
VictFound   $n ruffles your hair playfully.~
CharAuto    You ruffle your hair, wondering how far you can go before the rest think you're crazy.~
OthersAuto  $n ruffles $s hair - weirdo !~
NotFound    Might be a bit difficult.~
End

#SOCIAL
Name        salute~
CharNoArg   You salute rigidly.~
OthersNoArg $n salutes rigidly.~
CharFound   You salute rigidly to $M.~
OthersFound $n salutes rigidly to $N.~
VictFound   $n salutes rigidly to you.~
CharAuto    I don't know, exactly, that is done...~
OthersAuto  $n slaps $mself in the face saluting to $mself.~
NotFound    Why bother?  Relax...  They aren't even here!~
End

#SOCIAL
Name        scoff~
CharNoArg   You scoff.~
OthersNoArg $n scoffs.~
CharFound   You scoff at $M.~
OthersFound $n scoffs at $N.~
VictFound   $n scoffs at you.~
CharAuto    You scoff at yourself.~
OthersAuto  $n scoffs at $mself.~
NotFound    They aren't here to scoff at.~
End

#SOCIAL
Name        scold~
CharNoArg   Who needs to be scolded?~
OthersNoArg $n looks around angrily for someone to scold.~
CharFound   You scold $M angrily.~
OthersFound $n scolds $N angrily.~
VictFound   $n scolds you angrily.~
CharAuto    You scold yourself angrily -- how could you be so stupid?~
OthersAuto  $n scolds $mself angrily, muttering about how $e could be so stupid. ~
NotFound    Too bad.  They aren't here.~
End

#SOCIAL
Name        scowl~
CharNoArg   You scowl angrily.~
OthersNoArg $n scowls angrily.~
CharFound   You scowl angrily at $M.~
OthersFound $n scowls angrily at $N.~
VictFound   $n scowls angrily at you.~
CharAuto    You scowl angrily at your incompetence.~
OthersAuto  $n scowls angrily at $s incompetence.~
NotFound    They aren't here to scowl at.~
End

#SOCIAL
Name        scratch~
CharNoArg   You scratch your head in confusion.~
OthersNoArg $n scratches $s head in confusion.~
CharFound   You scratch $M wickedly!~
OthersFound $n wickedly scratches $N!~
VictFound   $n wickedly scratches you!~
CharAuto    $n wickedly scratches $mself ... weirdo!~
OthersAuto  You scratch yourself hard.~
NotFound    But they are not here to scratch.~
End

#SOCIAL
Name        scream~
CharNoArg   ARRRRRRRRRRGH!!!!!~
OthersNoArg $n screams loudly!~
CharFound   You scream at $N.~
OthersFound $N looks very small as $n screams at $M.~
VictFound   $n screams at you at the top of $s voice, making you feel really small.~
CharAuto    You put your mouth to your ear and scream a little at yourself.~
OthersAuto  $n screams loudly at $mself.~
NotFound    Scream at whom?~
End

#SOCIAL
Name        shake~
CharNoArg   You shake your head.~
OthersNoArg $n shakes $s head.~
CharFound   You shake $S hand.~
OthersFound $n shakes $N's hand.~
VictFound   $n shakes your hand.~
CharAuto    You are shaken by yourself.~
OthersAuto  $n shakes and quivers like a bowlful of jelly.~
NotFound    Sorry good buddy, but that person doesn't seem to be here.~
End

#SOCIAL
Name        shiver~
CharNoArg   Brrrrrrrrr.~
OthersNoArg $n shivers uncomfortably.~
End

#SOCIAL
Name        shrug~
CharNoArg   You shrug.~
OthersNoArg $n shrugs helplessly.~
End

#SOCIAL
Name        shudder~
CharNoArg   You shudder at the mere thought of it!~
OthersNoArg $n shudders at the mere thought of it!~
CharFound   You shudder at $S suggestion.~
OthersFound $n shudders at $N's suggestion.~
VictFound   $n shudders at your suggestion.~
CharAuto    You shudder at the things you have said.~
OthersAuto  $n shudders at the things $e has said.~
NotFound    No need to shudder, they aren't even here.~
End

#SOCIAL
Name        sigh~
CharNoArg   You sigh.~
OthersNoArg $n sighs loudly.~
End

#SOCIAL
Name        sing~
CharNoArg   You raise your clear, melodious voice to the heavens.~
OthersNoArg SEEK SHELTER AT ONCE!  $n has begun to sing.~
CharFound   You sing a beautiful song in $S honor.~
OthersFound $n sings beautifully to $N.~
VictFound   $n softly sings a beautiful song for you.~
CharAuto    You sing a rowdy song of your days on the road.~
OthersAuto  $n sings a rowdy song about $s previous exploits.~
NotFound    Hey, how about the others around here? Anyway that person isn't here.~
End

#SOCIAL
Name        slap~
CharNoArg   Normally you slap SOMEBODY.~
CharFound   You slap $N.~
OthersFound $n slaps $N.~
VictFound   You are slapped by $n.~
CharAuto    You slap yourself, silly you.~
OthersAuto  $n slaps $mself, really strange...~
NotFound    How about slapping someone in the same room as you ??~
End

#SOCIAL
Name        smile~
CharNoArg   You smile happily.~
OthersNoArg $n smiles happily.~
CharFound   You smile at $M.~
OthersFound $n beams a smile at $N.~
VictFound   $n smiles at you.~
CharAuto    You smile at yourself.~
OthersAuto  $n smiles at $mself.~
NotFound    There's no one by that name around.~
End

#SOCIAL
Name        smirk~
CharNoArg   You smirk.~
OthersNoArg $n smirks.~
End

#SOCIAL
Name        snap~
CharNoArg   PRONTO ! You snap your fingers.~
OthersNoArg $n snaps $s fingers.~
End

#SOCIAL
Name        snarl~
CharNoArg   You snarl angrily.~
OthersNoArg $n snarls angrily.~
CharFound   You snarl at $M.~
OthersFound $n snarls at $N.~
VictFound   $n snarls at you, what did you do this time?~
CharAuto    You snarl at yourself.~
OthersAuto  $n snarls at $mself.~
NotFound    Who?~
End

#SOCIAL
Name        sneer~
CharNoArg   You sneer evilly.~
OthersNoArg $n sneers evilly.~
CharFound   You sneer evilly at $M.~
OthersFound $n sneers evilly at $N.~
VictFound   $n sneers evilly at you.~
CharAuto    You sneer at yourself for the greatness of your evil thoughts.~
OthersAuto  $n sneers evilly at $mself for some reason, hum....~
NotFound    No-one here by that name.~
End

#SOCIAL
Name        sneeze~
CharNoArg   Gesundheit !~
OthersNoArg $n sneezes.~
End

#SOCIAL
Name        snicker~
CharNoArg   You snicker softly.~
OthersNoArg $n snickers softly.~
CharFound   You snicker softly at $M.~
OthersFound $n snickers softly at $N.~
VictFound   $n snickers softly at you.~
CharAuto    You snicker at yourself, snicker snicker.~
OthersAuto  $n snickers evily to $mself, uh oh, must be up to something!~
NotFound    And just who is that?~
End

#SOCIAL
Name        sniff~
CharNoArg   You sniff sadly. *SNIFF*~
OthersNoArg $n sniffs sadly.~
End

#SOCIAL
Name        snore~
CharNoArg   Zzzzzzzzzzzzzzzzz.~
OthersNoArg $n snores loudly.~
End

#SOCIAL
Name        snowball~
CharNoArg   Who do you want to throw a snowball at ??~
CharFound   You throw a snowball in $N's face.~
OthersFound $n conjures a heavy water snowball from the thin air and throws it at $N.~
VictFound   $n conjures a heavy water snowball from the thin air and throws it at you.~
CharAuto    You conjure a heavy water snowball from the thin air and throw it at yourself.~
OthersAuto  $n conjures a heavy water snowball out of the thin air and throws it at $mself.~
NotFound    You stand with the snowball in your hand because your victim is not here.~
End

#SOCIAL
Name        snuggle~
CharNoArg   Who?~
CharFound   You snuggle $M.~
OthersFound $n snuggles up to $N.~
VictFound   $n snuggles up to you.~
CharAuto    Hmmm...~
OthersAuto  $n snuggles up to $mself, what a wierdo!~
NotFound    They aren't here.~
End

#SOCIAL
Name        sob~
CharNoArg   There, there.~
OthersNoArg $n sobs inconsolably.~
CharFound   You sob inconsolably on $S shoulder.~
OthersFound $n sobs inconsolably on $N's shoulder.~
VictFound   $n sobs inconsolably on your shoulder.~
CharAuto    You sob quitly to yourself, such a sad day!~
OthersAuto  $n sobs inconsolably to $mself.~
NotFound    Alas, that person isn't here!  It's all right though!~
End

#SOCIAL
Name        spank~
CharNoArg   You spank WHO?  Eh?  How?  Naaah, you'd never.~
OthersNoArg $n spanks the thin air with a flat hand.~
CharFound   You spank $M vigorously, hard and long.  Your hand hurts.~
OthersFound $n spanks $N over $S knee.  It hurts to even watch.~
VictFound   $n puts you over $s lap, and starts to spank you.  OUCH!!~
CharAuto    You give yourself a well deserved spanking!~
OthersAuto  $n reaches back and gives $mself a well deserved spanking!~
NotFound    Are you sure about this?  I mean, that person ain't even here!~
End

#SOCIAL
Name        spit~
CharNoArg   You spit over your left shoulder.~
OthersNoArg $n spits over $s left shoulder.~
CharFound   You spit on $M.~
OthersFound $n spits $N in the face.~
VictFound   $n spits in your face.~
CharAuto    You spit in your own face, what a jerk you are!~
OthersAuto  $n spits in $s own face, what a jerk!~
NotFound    Can you spit that far?~
End

#SOCIAL
Name        squeeze~
CharNoArg   Where, what, how, WHO ???~
CharFound   You squeeze $M fondly.~
OthersFound $n squeezes $N fondly.~
VictFound   $n squeezes you fondly.~
CharAuto    You squeeze yourself - try to relax a little !~
OthersAuto  $n squeezes $mself.~
NotFound    Where, what, how, WHO ???~
End

#SOCIAL
Name        squirm~
CharNoArg   You squirm uncomfortably.~
OthersNoArg $n squirms uncomfortably.~
End

#SOCIAL
Name        stagger~
CharNoArg   You stagger around in a drunken stupor.~
OthersNoArg $n staggers around in a drunken stupor.~
CharFound   You stagger drunkenly into $M.~
OthersFound $n staggers drunkenly into $N.~
VictFound   $n staggers drunkenly into you -- $s breath alone will make Milwaukee famous!~
CharAuto    You stagger around drunkenly but trip over yourself and fall.~
OthersAuto  $n staggers drunkenly into $mself and falls over.~
NotFound    They are happy they aren't here.~
End

#SOCIAL
Name        stare~
CharNoArg   You stare at the sky.~
OthersNoArg $n stares at the sky.~
CharFound   You stare dreamily at $N, completely lost in $S eyes..~
OthersFound $n stares dreamily at $N.~
VictFound   $n stares dreamily at you, completely lost in your eyes.~
CharAuto    You stare dreamily at yourself - enough narcissism for now.~
OthersAuto  $n stares dreamily at $mself - NARCISSIST !~
NotFound    You stare and stare but can't see that person anywhere...~
End

#SOCIAL
Name        steam~
CharNoArg   You feel steam rising from your collar.~
OthersNoArg Steam rises from $n's collar.~
CharFound   You steam at $M.~
OthersFound $n is really steamed at $N.~
VictFound   Steam rises from $n's collar as $e looks at you.~
CharAuto    You steam yourself, and iron out the wrinkles.~
OthersAuto  $n steams $mself, and is now wrinkle free.~
NotFound    The rug? the carpet? what?~
End

#SOCIAL
Name        strangle~
CharNoArg   Who would you like to strangle?~
OthersNoArg $n looks for someone to strangle!~
CharFound   You go for the throat!~
OthersFound $n grins madly as $e attempts to strangle the life out of $N!~
VictFound   $n grins madly as $e brutally strangles you!~
CharAuto    You attempt to strangle yourself but do not have much luck.~
OthersAuto  $n attempts to strangle $mself but is not having much luck.~
NotFound    Their throat is not here to strangle!~
End

#SOCIAL
Name        stretch~
CharNoArg   You stretch your tired bones.~
OthersNoArg $n stretchs $s tired bones.~
End

#SOCIAL
Name        strip~
CharNoArg   You slowly take off all your clothes, one at a time.~
OthersNoArg $n slowly takes off all of $s clothes, one at a time.~
CharFound   You slowly take off all of your clothes in front of $M.~
OthersFound $n slowly takes off all of $s clothes in front of $M.~
VictFound   $n slowly takes off all of $s clothes in front of you!~
CharAuto    Talk about conceit!~
OthersAuto  $n does a sexy little dance and slowly removes all of $s clothes.~
NotFound    What?  They aren't here to see the show.~
End

#SOCIAL
Name        stroke~
CharNoArg   Whose thigh would you like to stroke?~
CharFound   You gently stroke $S inner thigh.~
OthersFound $n gently strokes $N's inner thigh.~
VictFound   $n gently strokes your inner thigh with feathery caresses.~
CharAuto    You gently strong your inner thigh, OOOOOOO that feels GOOD!~
OthersAuto  $n gently strokes $s inner thigh, it might be best to keep your distance.~
NotFound    That person is not within reach.~
End

#SOCIAL
Name        strut~
CharNoArg   Strut your stuff.~
OthersNoArg $n struts proudly.~
End

#SOCIAL
Name        sulk~
CharNoArg   You sulk.~
OthersNoArg $n sulks in the corner.~
End

#SOCIAL
Name        swave~
CharNoArg   You wave sadly.~
OthersNoArg $n waves sadly.~
CharFound   You sadly wave goodbye to $N.~
OthersFound $n sadly waves goodbye to $N.~
VictFound   $n sadly waves goodbye to you, he will miss you.~
CharAuto    What?  Do you fear impending doom?~
OthersAuto  $n sadly waves goodbye to $mself.~
NotFound    They didn't wait for you to wave goodbye.~
End

#SOCIAL
Name        tackle~
CharNoArg   You tackle the air.  It doesn't stand a chance.~
OthersNoArg $n starts running around $mself in a desperate attempt to tackle the air.~
CharFound   You tackle $M to the ground.~
OthersFound $n tackles $N to the ground.~
VictFound   $n tackles you to the ground.~
CharAuto    Tackle yourself?  Yea, Oookay~
OthersAuto  $n makes a dexterous move and kicks $s left leg away with $s right.~
NotFound    Eh?  Who?  No way!  That person isn't here.~
End

#SOCIAL
Name        tap~
CharNoArg   You tap your foot impatiently.~
OthersNoArg $n taps $s foot impatiently.~
End

#SOCIAL
Name        taunt~
CharNoArg   You taunt the air in front of you.~
OthersNoArg $n taunts something that seems to be right in front of $m.~
CharFound   You taunt him, to your own delight.  Teasing this mean way IS fun.~
OthersFound $n taunts $N rather insultingly.  $n seems to enjoy it tremendously.~
VictFound   $n taunts you.  It really hurts your feelings.    ~
CharAuto    You taunt yourself, almost making you cry...~
OthersAuto  $n taunts $mself to tears.~
NotFound    Hmmmm.  Nope.  Not here.~
End

#SOCIAL
Name        thank~
CharNoArg   Thank you too.~
CharFound   You thank $N heartily.~
OthersFound $n thanks $N heartily.~
VictFound   $n thanks you heartily.~
CharAuto    You thank yourself since nobody else wants to !~
OthersAuto  $n thanks $mself since you won't.~
NotFound    No one answers to that name here.~
End

#SOCIAL
Name        tickle~
CharNoArg   Who do you want to tickle ??~
CharFound   You tickle $N.~
OthersFound $n tickles $N.~
VictFound   $n tickles you - hee hee hee.~
CharAuto    You tickle yourself, how funny !~
OthersAuto  $n tickles $mself.~
NotFound    Who is that ??~
End

#SOCIAL
Name        toast~
CharNoArg   You drink a toast to the good health of all your friends.~
OthersNoArg $n drinks a toast to the good health of all $s friends.~
CharFound   You drink a toast to the good health of $M.~
OthersFound $n drinks a toast to the good health of $N.~
VictFound   $n drinks a toast to your good health.~
CharAuto    You drink a toast to your good health.~
OthersAuto  $n drinks a toast to $s good health.~
NotFound    All, but they are not here to toast.~
End

#SOCIAL
Name        tongue~
CharNoArg   You stick your tongue out.~
OthersNoArg $n sticks $s tongue out.~
CharFound   You stick you tongue out at $M.~
OthersFound $n sticks $s tongue out at $N.~
VictFound   $n sticks $s tongue out at you.~
CharAuto    You can't do that.~
NotFound    Well, that would be more effective if they were around to see it.~
End

#SOCIAL
Name        toss~
CharNoArg   Who are you going to toss?~
CharFound   You toss $M into the air and gracefully catch $M.~
OthersFound $n tosses $N into the air and gracefully catches $M.~
VictFound   $n tosses you into the air and gracefully catches you!  FUN!  ~
CharAuto    You can't toss yourself into the air, silly!~
OthersAuto  $n wraps $s arms around $mself and tries to toss $mself in the air.~
NotFound    But they aren't here to toss!~
End

#SOCIAL
Name        touch~
CharNoArg   Who do you want to touch?~
CharFound   You lightly touch $M.~
OthersFound $n lightly touches $N.~
VictFound   $n lightly touches you.~
CharAuto    You lightly touch yourself.~
OthersAuto  $n lightly touches $mself.~
NotFound    Alas, they are not here to touch.~
End

#SOCIAL
Name        tremble~
CharNoArg   You tremble with fear.~
OthersNoArg $n trembles in fear.~
CharFound   You tremble in fear of $M.~
OthersFound $n trembles in fear of $N.~
VictFound   $n trembles in fear of you.~
CharAuto    Ahh, you aren't that scary!~
OthersAuto  $n trembles in fear of $mself, $e needs therapy.~
NotFound    Now, no reason to fear, they aren't even here!~
End

#SOCIAL
Name        tug~
CharNoArg   Who do you want to tug?~
CharFound   You tug at $M impatiently.~
OthersFound $n tugs at $N impatiently.~
VictFound   $n tugs at you impatiently.~
CharAuto    Hmmm...  Let me get back to you on that one.~
OthersAuto  $n tugs $mself, what is $e doing?!?!~
NotFound    They are not here to tug.~
End

#SOCIAL
Name        twiddle~
CharNoArg   You twiddle your thumbs.~
OthersNoArg $n twiddles $s thumbs.~
CharFound   You patiently twiddle your thumbs, waiting for $M.~
OthersFound $n patiently twiddles $s thumbs, waiting for $N ~
VictFound   $n patiently twiddles $s thumbs, waiting for you.~
CharAuto    What?  You want to patiently wait for yourself????~
OthersAuto  $n is patiently waiting for $mself, wonder if $e will ever show up?~
NotFound    Who?~
End

#SOCIAL
Name        twirl~
CharNoArg   You twirl around, showing yourself off.~
OthersNoArg $n twirls around, showing $mself off.~
CharFound   You twirl yourself around in front of $N.~
OthersFound $n twirls around, showing $mself off in front of $N.~
VictFound   $n twirls around, showing $mself off in front of you.~
CharAuto    You twirl around, totally lost in your beauty and grace.~
OthersAuto  $n twirls around, totally lost in $s beauty and grace.~
NotFound    Alas, you cannot show for them because they are not here.~
End

#SOCIAL
Name        twitch~
CharNoArg   You twitch uncontrollably.~
OthersNoArg $n twitches uncontrollably.~
CharFound   You twitch uncontrollably before $M.~
OthersFound $n twitches uncontrollably before $N.~
VictFound   $n twitches uncontrollably before you.~
CharAuto    You twitch spastically.~
OthersAuto  $n twitches spastically.   ~
